alpha,beta,N,n,h,c,mean_n,std_n,alpha_hat,beta_hat,u_star,u_star_hat,z,u,optimal_cost,actual_cost,intervals_str
4,4,5,5,0.06666666666666667,25,10.663090407859453,7.515258813654878,2,5.296692879447802,45.2917250442836,21.428829792808326,2.113588351869958,63.560000103928274,1.2178850039763114,2.808744687407996,12.738778306675409_4.161169724899452_6.199628962041697_22.850585244862376_7.365289800818331_11.725872279971679_11.594525140169234_17.535760651224226_6.05762040581538_16.64622162674775
4,4,7,5,0.13333333333333333,30,14.455556673862556,4.89133144162141,9,1.655081420354691,75.96459742432934,78.99404875603385,0.9616496257704084,136.96315348626032,8.133140808257464,7.729213964030197,15.25954140016922_22.48594314602361_10.29173948735277_11.042647123183734_13.197912212583446_35.369624285360814_13.448780982067927_6.995294956870777_19.390041964996986_15.916250559454262_18.591552738672906_27.251607998836658
4,2,5,5,0.13333333333333333,10,7.291814144184384,4.108469225728455,3,2.3148586956539616,25.749664058193854,20.48549553034408,1.2569705243425642,32.68593952900273,0.9248367294411836,1.62672586648782,4.418090197212746_7.846809291273125_8.3519135739584_2.580909553231366_13.261348105246283_3.35609293046365_7.251092079500188_5.20483824344369_6.1692141684175015_10.704702107177702
4,1,6,5,0.6666666666666666,25,2.575342063491843,1.2673071811420566,4,0.6236326871454886,16.394604261664053,9.596607660735872,1.7083749634510856,19.177359914963585,1.855170435533021,6.387168169485141,1.2465314196657398_2.451367055989981_4.6755851393940535_2.3577757260673216_2.1454509763421177_4.7150513699273455_2.865951668020586_2.31938561090667_3.1919904029758897_3.8587324922552115_2.226248370877884
4,4,3,5,0.13333333333333333,25,15.806815562109382,11.043721430852488,2,7.715898408698504,23.655481138594137,16.02418825467115,1.4762358481215683,59.15836272896324,4.733717545382547,5.751223263238946,15.40147440695624_7.070981367569653_7.2660889127167465_15.105565798980713_34.189967324323554_15.071242234092484_25.41531677359298_18.671803721277772
4,1,3,5,0.6666666666666666,30,4.481761094629128,1.8340712064824791,6,0.7505570063694921,5.960550270046737,7.783321757407849,0.7658105955048984,10.392597701726736,2.954698287786665,1.7395172962125909,3.2604066146095034_6.688578274191408_2.312233295479736_4.155734828075452_5.991852460789543_5.497646506835982_1.2752389555197932_3.61971223937096
4,4,6,5,0.13333333333333333,25,22.80399998480725,12.311520065263618,3,6.646795580528495,63.58857076274645,77.75161210274682,0.8178424735260246,106.07089877999503,5.664310402299811,3.775904890299762,6.28211430436171_28.204364330421257_30.870764885024514_13.505044580484242_35.15771182374453_20.544203872587065_5.488864315310931_10.96801298404747_38.470527672118436_12.471637047128318_18.127652888802814
2,4,4,5,0.06666666666666667,25,6.097398703560228,3.5982707519501496,3,2.123455105007306,10.148036319922483,9.983148045009255,1.0165166612945962,25.641473874738,1.0328958369877013,1.043888388648583,1.683751930914896_6.787957574037659_7.080126160322894_11.149461548674642_3.7856963038510467_4.820642721341968_10.04721836265792_5.765013619542972_5.008599171195139
4,1,6,5,0.13333333333333333,10,4.135938711506752,0.4942455860685059,70,0.05906245628557885,14.971501599424206,21.807343673136828,0.6865348583407116,30.94881817588052,2.1303088768608416,1.2188632670324921,3.967680236119852_3.6443080687895737_3.8482678197759896_4.905872110737407_4.313565322110935_6.614788240873524_3.76138900172806_3.3938932242723774_7.380461616736548_4.35817527165003_5.44011082061998
4,1,6,5,0.6666666666666666,25,2.961359963018792,2.5240591334926252,1,2.1513340454812906,16.394604261664053,5.008623563416896,3.273275392746747,19.895335688299618,2.333820951090376,9.924474749921814,1.7589034359615547_3.2164996252705897_1.0445589415542482_1.5476511449300825_7.239186667377486_2.9484861043965_5.371940102501999_4.307748566966593_1.9102812176766995_1.3506719040066588_4.006207792751166
2,6,6,5,0.06666666666666667,20,8.885791337247612,5.2117382143634785,3,3.0568144337575855,35.04918683727312,29.577711519692862,1.1849864318927226,31.02419533936781,20.0,0.09643225464499659,6.07010391737506_8.699751460681476_2.7289906064481393_10.237003203944433_16.69310749778895_1.8449523239819479_6.033810125537647_0.49826424269723135_9.307442370940917_0.7447585899023175_12.59496768630775
2,1,7,5,0.13333333333333333,25,1.6380276785181842,0.7956231446390889,4,0.38645023926460187,6.018721031159282,5.922142534853369,1.0163080330703833,12.644725987276404,0.883467327482283,0.8963444603230714,0.7269950329819468_1.2658680125900315_2.8069743742114257_1.386428080971752_2.003872891835765_1.1311375950903029_3.664101492815803_1.6656969012592195_1.8455173454646538_0.977172295906748_2.5661694195617875_0.7949309371778895
4,4,4,5,0.13333333333333333,25,13.709992944097865,4.014361078497185,12,1.175426926495291,36.419919835119295,39.898130593803586,0.912822713572839,100.193388035105,8.503129093331427,8.039367658840188,20.170961038147855_13.347882332941726_14.166485994979492_11.099569672834736_9.765065681585517_23.406908313331428_38.191579017850266_22.488196920020666_16.106703783902642
2,1,6,5,0.13333333333333333,10,3.0724160805035927,1.3328273281910914,5,0.5781862352711787,5.423669896501551,10.975850968050713,0.49414573068540696,10.632480015524349,0.6945080158697065,10.0,3.0068811365274386_1.6435234431419532_1.9130700070013018_4.71102804758751_4.08757776825976_2.3823169260814576_1.7889027621857734_2.5486936625222394_0.7620941412918905_1.4747547961101124_1.675717727332876
2,1,5,5,0.06666666666666667,10,1.3453908509936046,0.5806689106392946,5,0.25061593330593257,3.508257030616077,3.2084398451246163,1.0934464100821613,18.53818079876617,1.001994917876673,1.0219827302427702,1.9525368223598194_0.9877515773350942_0.5344766168160975_1.762113640561277_1.490075597895735_4.277581794214432_3.38426766301094_4.722225630615486_2.862468350386929_3.291637360538386
2,1,4,5,0.6666666666666666,10,1.7119647651766476,0.8389027052066923,4,0.4110819119168553,4.075864319626934,3.904488820728214,1.0438919169108434,10.083204763253462,4.004893629084352,4.119143961683498,1.6403752093217931_1.0105180925241444_2.5403589326259763_0.7814820106106825_2.587089580800642_4.029965145279618_1.4092995390950973_3.4481200988322334_1.1958199800465128
3,2,3,5,0.13333333333333333,30,8.651095328409845,4.736535982597789,3,2.593287007342148,6.107708143459583,8.351112784106082,0.7313645859368384,23.842597191293365,2.364651873044504,2.0655312542916375,2.410313882674532_15.507414278324093_9.446201824652176_8.983915243608187_6.907631412790238_11.586255445101799_4.172339473407528_8.084002272784035
4,2,4,5,0.13333333333333333,30,10.237414204532083,4.454765115002036,5,1.93847116404197,15.946861380364714,21.366332824043592,0.7463546277075525,40.40914780691358,3.261638190206515,2.5390419977159984,4.787040092213288_13.629055087915978_7.082478971454633_15.54842458849833_10.140072282578187_7.766471355617781_11.299945751692594_14.653905965498696_6.688824734104509
3,6,3,5,0.06666666666666667,30,15.697560241007354,9.71203919465648,3,6.008813081165197,19.92083436669194,19.956295029270873,0.9982230838676757,63.724447152757136,2.920240852404347,2.917876808232417,12.211797919962398_16.91087631616615_17.014500779657784_29.619295362846536_2.7313308264039016_18.698370079850548_35.44293599255364_9.583141080352942
3,4,5,5,0.06666666666666667,25,11.484981468772823,7.611291639049545,2,5.044131814420382,29.691822608687385,20.209762843229694,1.4691821392963154,54.08279417460954,1.6260647710614768,2.2582020887586567,15.709450572910892_3.2986212218532747_3.1563936110947464_18.622968575665276_16.637473362339925_4.339770035389384_8.480358706453174_21.029246590293265_12.606817102334173_7.6266017401395425
4,2,3,5,0.6666666666666666,25,6.568746813352583,2.287932631392291,8,0.7969002116429539,14.369984215490973,12.661832377685146,1.13490557976555,27.01862542154803,8.432427470704704,9.571195362575256,8.501035988376366_7.133392103721102_4.996191642507239_8.750967198379612_3.462147133778592_8.67491163344825_7.916304838659412_10.42740894944037
3,6,5,5,0.06666666666666667,20,18.10054937541352,7.212755792412009,6,2.8741584049177216,49.20160977975803,55.76274972973712,0.8823382996394783,90.64655308088011,2.7629962200748053,2.325586890076199,17.528231371103338_26.688482534808095_15.77839760266392_22.750986787878777_7.756648580613484_13.83414285876879_34.21771130896303_5.811667566949124_6.464657562294931_30.31837378390424
4,2,7,5,0.06666666666666667,25,9.416879459393158,4.29675980954054,5,1.9605374519759007,33.40195167449555,43.956581458185596,0.7598851085876569,44.76376012207389,0.7574538965052227,0.05381191092588627,10.0721826540766_9.33379251732999_4.905838824520868_6.626796017574052_16.14578728346428_9.582961562598918_6.66158954036007_4.82471702070993_2.93824979440066_2.9232646990468827_7.518705871398948_10.314271633558487
4,1,3,5,0.6666666666666666,25,5.8515860095972005,4.632491820679169,2,3.6673784566206216,6.178391369244999,10.469011887507067,0.5901599344459459,7.035147064900767,0.5711704637705115,25.0,2.7651955198905034_2.6865132245097096_3.302610178463663_13.497979300095015_7.005631825027112_1.797176188075537_1.18606687031688_4.05190400650835
2,6,7,5,0.06666666666666667,20,8.1641434047126,8.561866907640857,1,8.978965864543895,44.40909219728728,22.818950475420994,1.946149637562065,81.80459995316853,2.4930338503920835,3.932376631849836,12.694714172656898_1.1745571445141663_0.6978939578590758_20.835263058731872_5.418288689800994_1.3536178024691505_11.735864465639848_4.26851641049407_6.628973137584664_10.62590463800139_39.433065219722565_7.758658279256855
4,6,7,5,0.6666666666666666,10,35.02820129304044,7.03363134800746,25,1.412346855203854,256.5288401863938,259.92788785246285,0.9869231128135109,175.0760373078573,10.0,10.0,40.91938303763926_24.149429479945226_34.6252666589979_33.84126409729074_41.60566319132906_17.38346209380055_15.048693445583037_11.796254864673074_46.8002448133024_27.27323178924609_34.055824864775445_22.718325436476697
4,1,6,5,0.06666666666666667,10,3.240777653234532,1.654463816057763,4,0.8446276824676447,13.830813237578642,11.473407456619436,1.205466927752063,21.640689238175398,0.5206584000397837,0.6778187854370641,1.0996377022832287_2.971747348706307_4.636020181431153_5.132149682537825_2.3643333512141447_3.7405177837172725_4.065521407172551_4.40820639787147_2.1039651781509363_5.215022900634292_2.1074555706288747
2,4,4,5,0.06666666666666667,20,9.82953795646362,7.016633566666273,2,5.008693880315459,10.67240087923129,14.08085451953559,0.7579370175598749,38.30964708709944,1.8424830805245433,1.61525283783759,19.15272668997765_5.430759763285602_15.585124584892647_3.9877717554474934_4.991306988714707_5.028254220066054_13.723844957640681_6.5001272900556275_13.057420619337082
2,2,3,5,0.13333333333333333,30,5.765837560683337,4.957105853329144,1,4.261809005628284,2.6356947056877384,0.923781709395467,2.8531574925991623,11.113330258026956,1.1303514069785623,1.3586064731508651,3.277078392618517_3.9937345620598927_2.621905763053448_4.386033811125213_14.550435274559618_6.084005364249894_0.912802719709865_4.116522174067198
2,6,3,5,0.06666666666666667,30,15.060311893225395,14.365752755480651,1,13.703225649957082,8.843990941353173,3.891711784625293,2.2725195057590066,15.199428879336864,0.42369586253224606,0.7538478063141046,39.41209570249092_9.568592573613092_10.391464799590942_1.6465707823301319_14.282835608101887_3.6914589009562_1.4244329703651843_10.08353700801548
2,4,6,5,0.13333333333333333,10,9.090010356537402,2.4374496963241357,14,0.6535923270800044,28.739968430981946,44.15715984954406,0.6508563623409466,47.53465709659973,2.505958488749038,0.4503329662740896,9.161910939954513_11.553567039922989_11.385555951674453_7.287509315822231_6.061508535312825_16.83103878250383_1.0521518901013929_8.014290351665945_1.4976252410200739_13.924662165574787_6.2148886657337
3,4,5,5,0.6666666666666666,10,12.291464517774283,9.396560712883902,2,7.183468910741451,65.69239582819532,111.4697592184075,0.5893293058925638,71.73676836957642,4.029581694254071,10.0,7.683591108314026_17.499023591276_6.201247155805256_26.276537468797898_3.7969232646782345_13.435792704350856_6.8692046798718085_14.826334158276929_16.15299159166841_20.452445235408423
3,2,3,5,0.13333333333333333,20,8.24329747591605,4.134795234977778,4,2.0739918321696935,6.640278122230646,11.32142960275127,0.586522935285219,20.581655381005554,1.8588503011699875,1.2346967704339045,5.6645260286847385_14.937426658600964_7.249548301376091_4.330372724100782_9.034613666817673_1.5813737592995176_11.71410702884687_7.2861745928591635
3,2,5,5,0.6666666666666666,20,2.5079940638754756,0.7472546454817569,11,0.2226438703492046,20.732042990432355,9.036105716260517,2.294355958355483,38.59822987177329,11.910791254227291,19.70808277034185,2.9853584912189555_2.07335459600084_2.753537403721531_1.4378661455264536_3.289853682909598_7.863200534220342_6.7674232923759705_6.376670374501073_12.508704679908991_5.082230990766908
2,6,3,5,0.6666666666666666,25,11.475389539492648,5.540849696465627,4,2.6753789275009305,21.393000034186954,20.66867000754584,1.0350448299951895,43.746280483651724,14.902186966309845,15.385073650737256,11.667001240135654_11.08532929299812_13.965127183616822_2.786821054869707_17.872668925842934_8.955900421250195_18.755215630621286_16.03516443178024
3,2,7,5,0.13333333333333333,30,6.058918214608476,2.2373982277203255,7,0.8262119824189665,23.71677212552719,27.68881442134395,0.8565470433159859,49.31255970008336,3.41277167660749,2.883166037165255,7.009716001779482_6.81526337515378_4.0908326205579595_8.894969184155215_3.4838098913959437_8.72054550704818_9.51865672422834_2.5071914415746748_10.348645408747524_2.0467129842807408_6.356441961182644_9.814365673021257
3,2,7,5,0.13333333333333333,25,6.15732245874493,2.4325405689514277,6,0.961010838597638,24.255010140700325,27.183578139466753,0.8922670156319651,35.29662640872891,1.4722155024038117,1.0817397692349544,6.816241755828868_7.04138948609866_1.9349404117035285_8.216455674725507_6.777584965368085_8.035990927804027_2.8569152428108837_3.739921732517662_6.934317288933778_3.2543052224517854_4.505263199053723_5.969912795157057
3,6,6,5,0.13333333333333333,10,13.840148375786631,14.243553177256764,1,14.65871619326554,82.55162628456365,58.042253571304514,1.4222677653814655,76.73162005371643,10.0,2.491915530988255,8.631283959179841_3.8063371884838713_12.796199976419272_5.400506719711824_38.566414035138344_3.213379894886778_10.041182081147541_5.736824196338575_22.08153770176203_19.59067928660354_16.068016892977955
2,1,5,5,0.6666666666666666,25,1.4305447297119285,0.9522638204693544,2,0.6338888710998195,4.623786609919928,2.6594148341907804,1.738648123066094,7.733542917601856,2.073170871787952,3.3827520556073836,0.583819900730324_0.5217747753523727_1.6945199738380599_1.5045822458182623_2.848026752820624_1.0895082906231899_1.1873215134869612_1.20770162072685_1.238765046275786_3.010246446489068
4,6,6,5,0.06666666666666667,10,25.567558219847637,10.706737380619026,6,4.483581277173205,104.54728638059989,124.18684755393676,0.8418547409796595,142.56367560906753,2.5344259485645098,1.2251218703420514,37.81562454567963_12.35756769965446_31.123021233095166_30.075362799741953_16.466214821066977_19.4599128280646_21.294644448234536_22.221892317874918_11.35176675289096_48.02623844834458_20.20922081365793
3,2,7,5,0.13333333333333333,30,4.7470559625214905,2.736063867809581,3,1.5769869889540482,23.71677212552719,18.178930565003082,1.3046296667849762,38.38331921557305,1.955539612006115,2.6939184867426627,2.718437664737034_3.6048879303462464_2.9089120503938357_9.325271046357564_5.177771120772773_6.893316749891651_8.084536876615264_9.567971772225102_1.8545809336612031_5.209375707376742_0.8763162143788651_5.897220961424221
2,1,5,5,0.06666666666666667,20,2.092439355365737,1.3799333967167087,2,0.9100460543771771,3.107369116086217,2.7832321501930757,1.1164606286509933,9.473488146685678,0.42440793537329746,0.44601706643284017,4.176850608360907_1.0294118930980276_0.8853204142422026_1.6075171118222606_2.7630967493052867_1.2177270073595035_0.8952109991239597_4.105071077273187_1.4917850782546123_1.763693984674416
2,1,3,5,0.6666666666666666,25,1.9522461377223774,0.4106041148865039,23,0.08635987845181474,1.8076654243092225,4.2848888196012105,0.42186985483498723,2.7253837900218287,0.6118122438084042,25.0,2.2736876207759416_2.2746134715193658_1.269694569618761_1.955641152501875_1.9875938741959436_0.36295678619165883_1.4569915613492717_0.9054354424808982
4,2,4,5,0.06666666666666667,30,10.551124232352752,3.47011560177095,9,1.1412719653826908,14.527593343828068,25.04822173201554,0.5799850184677794,24.39359034141503,0.6577331331724642,30.0,7.645227386445066_13.463196978709675_6.022051619047558_12.311768772245285_13.313376405316172_5.346192932788107_5.188166557304572_6.972308596491373_6.886922254830978
2,2,5,5,0.13333333333333333,20,7.72468874985693,5.507859012421191,2,3.9272146597843447,7.99924749491587,18.08477420216297,0.4423194564386182,30.00051823818284,2.933502765768929,1.588765871469316,2.9227512364889723_11.498805141411088_3.417099838377178_15.454748102262961_5.330039430744451_6.885557487640699_11.353244320519414_1.235181344134297_4.521811013372296_6.004724072516134
2,1,5,5,0.06666666666666667,10,2.2291021816633383,0.9518819070394838,5,0.4064771783019007,3.508257030616077,5.4390320182084135,0.6450149620137146,9.353519360518954,0.3896841553268584,0.2609658228207027,3.2448903095433823_2.2080269930357663_0.7647693512934141_2.0531172171312813_2.8747070373128474_1.1333986691264641_1.934657498266181_3.791948377436266_0.6632707778131363_1.8302440378769067
4,1,6,5,0.13333333333333333,10,3.9109477669889827,1.0053156518383437,15,0.25841806642415355,14.971501599424206,17.954351890299574,0.8338647750082836,25.027463628803353,1.340794937250553,0.9430815651338373,4.4537826118356225_4.729392534210503_2.9004331385006394_4.7344293506144535_2.7367011997836945_3.9338961227218987_2.6831389070206293_7.676672589930924_4.027005498980535_3.7422692001666356_2.9644813099827303
3,6,3,5,0.6666666666666666,25,19.879106614659943,7.849162827690751,6,3.09920150285668,40.03645747124118,42.963575896243455,0.9318697672635249,44.99959904717154,3.308761050620243,1.3573487672853919,14.841084923006827_15.640044570781091_19.205496722308315_16.104475809204313_33.60443104799917_8.73201743441808_11.266964788712711_25.00061682404076
4,1,5,5,0.06666666666666667,25,3.8910792830592134,1.2067542129103461,10,0.3742549622972326,9.638093406714706,11.860374453171422,0.8126297736019215,17.46795412254543,0.5219907143887148,0.37383864462493377,2.5906344299832664_2.831595421135512_4.252561981191028_4.225547799322194_5.555056783664067_3.174338062434665_2.7641686089464943_3.163106045014452_4.968176076160623_3.398165329989194
3,1,4,5,0.06666666666666667,25,3.3843400700561608,1.6637564961024018,4,0.8179100270727248,4.192658496663674,5.439512336615037,0.7707783781354067,14.336062186203844,0.6762269126360112,0.5931033233059204,4.99372551615528_2.0198014024507662_4.678190767290056_3.986561752576934_1.2434209118077668_1.8536881269372993_4.336760413383937_3.767908034498193_4.377705611384414
4,6,6,5,0.06666666666666667,25,25.746466475591482,7.829871717777037,11,2.381176895670935,91.87900952531454,118.93744433031732,0.7724986024598349,123.3260801209875,2.0964713730448636,0.2925757193780119,39.0971124371671_23.353729043790118_20.007419186712887_20.425237157908366_25.84883455237894_23.699510072012604_23.411926001782696_12.244399565338572_16.8979580411428_27.45153593324533_19.6207505074655
2,6,4,5,0.13333333333333333,25,9.683014997257544,7.080750765580306,2,5.177832670760714,19.82974877823753,16.47050687885896,1.203954979897455,74.06332500769435,7.231143497260908,7.679042417178052,12.45769884430938_19.76323208926674_9.979067963840388_4.636759557286536_1.5783165315846772_11.75194330953607_16.980335993955645_7.367772215642196_37.96327348856043
2,2,4,5,0.06666666666666667,10,2.188190967278187,1.1961826051209674,3,0.6538976013477339,5.336200439615645,2.9514124691022507,1.8080158214005209,23.952514431137107,1.241087599434764,1.400073464135657,2.3431432920045228_3.5346578979051078_3.017973157426132_0.5323661589678329_1.512814330087339_11.497010703166746_6.868411112510228_4.411944742185458_1.1751478732746745
2,4,7,5,0.6666666666666666,30,20.373156607868697,19.633958398031634,1,18.92158047942108,40.556545807860324,162.4994890513971,0.24957952818567117,65.40597677814814,16.566287313525212,30.0,16.61209401304368_3.2464364592656354_54.199042138491855_15.722259610211767_12.085950818330552_8.576211845013535_5.1838425950608125_10.063427846832477_19.761375735206418_10.287905491391362_4.229834154954465_7.303379109689069
2,6,6,5,0.6666666666666666,30,12.597627434218035,7.247215437366943,3,4.169208199708116,55.794938292212315,59.39958540107507,0.9393152816720246,100.27759536941842,29.6551047181374,27.252006645562233,10.782105777942004_24.911603181489525_5.615668273520063_11.176860912666802_10.501899025471777_36.82991408413582_4.185589598184533_21.273984782638145_24.374767185146155_9.23475853614397_4.378581183169803
4,2,6,5,0.13333333333333333,10,8.670659313038069,3.876749828471148,5,1.7333386873996637,32.78920852332811,37.11454687002612,0.8834597560399916,45.71492020561196,1.7234282243045138,1.146716444744779,7.663271360163401_5.066229442891845_8.138015696735948_15.27981713022542_7.205962935173735_11.799830628412332_7.52116668389614_5.485184273799968_6.141493466077957_10.792740340276717_3.974504813148844
4,6,4,5,0.6666666666666666,20,25.257429207599184,7.058084448927507,13,1.9723525968828228,93.64711531001215,93.24824286248523,1.0042775331232263,99.22333929123054,3.7174826541455936,3.9833976191635445,26.67277591317006_20.72893773426597_25.400148318853276_36.02498279658303_17.460301275123587_20.340194744159906_18.66237547248844_28.992497772574875_31.22827130200733
2,2,5,5,0.6666666666666666,25,5.375050705075372,3.861808830862267,2,2.7745910251681365,10.92136687383163,16.57312575170411,0.6589805108254038,17.148397482183427,4.151353738901197,0.38351448698621005,9.397123096864462_2.6889951851776543_1.1560131748081999_9.491082249698328_4.142039818828217_1.230687889484785_6.612735601851453_4.474684296736359_3.185970480460774_1.6443192136500548
3,1,4,5,0.6666666666666666,10,3.0978547532742016,1.4666849026744015,4,0.6944046041730646,7.591348075535517,7.269587115670317,1.0442612427288493,12.612722659199946,3.3475830557762856,3.5620903623530857,3.5892797428696728_5.45710572336316_1.9337752932612047_2.1552844300961795_2.3538285767807907_1.9269743294615114_1.9794357716110202_4.138843014823125_4.567469543304288
2,6,7,5,0.6666666666666666,30,9.529069365318975,4.381257810364992,5,2.0144065768632067,68.47047393505684,56.88705649311648,1.203621318380957,97.94891851227825,19.65229638481427,27.37457467944118,7.610757679412517_16.168800555330044_11.446441023498657_7.4947111143433744_4.924636454010278_16.230462924812837_5.233209434173435_16.806513715721664_7.72151625158852_45.03831515819202_6.76488576284039_0.15401526494938683
2,2,3,5,0.06666666666666667,20,2.7224827599627868,1.7600371646196853,2,1.1378330347571581,2.4406259818178753,1.200215811635043,2.033489275976987,10.438181765700831,0.533170385592197,0.6158643969377191,1.053254805023351_3.7466856170774108_0.6646497418670498_3.4958927449102593_4.651930890935863_3.2191586322812524_2.5111338028820125_4.707889330537566
3,2,3,5,0.06666666666666667,30,7.849947067261135,5.636151081746991,2,4.046676843053043,5.34009660754057,5.349687247754627,0.9982072521682305,14.045140561264601,0.5803362635816021,0.5796968875673316,14.810270436022837_5.139471947512618_11.685395116376199_0.3522048933634311_7.262392943030588_7.772348428139228_4.645266853251906_1.6275252798734672
4,6,5,5,0.06666666666666667,20,23.32705518975245,5.912252719862884,16,1.4984631338670489,73.99795101351357,92.54419924632698,0.7995957781919054,120.93410306037941,3.1290768031243896,1.892660254270162,18.87987774992809_16.68474882450251_24.956685493586082_31.833302822086964_24.2806610586586_45.422726743304956_20.214695153100568_12.920118920858254_21.510269602402897_20.86629264071272
3,2,4,5,0.13333333333333333,10,5.665014966665176,2.1615156000511293,7,0.8247373955332634,12.356782738489999,14.8289250622115,0.833289175489783,26.98293226348514,1.950153269999352,1.620534293503152,5.284534480397321_6.876280897410476_8.617874370988213_4.547564987867328_2.9988200966625422_9.165659827751755_4.160594276829083_5.973128123672677_7.683550035231624
3,2,4,5,0.6666666666666666,30,5.453400695562621,2.6124465090746454,4,1.2514900598317737,13.774565165644745,11.917137444114449,1.1558619030988544,21.896390629303454,5.414550309105806,6.65283545679267,7.117060128389498_1.3829099474865365_4.266102258181428_7.467591680071892_7.033339463683751_8.052421932555163_3.6262958540879997_4.170869156517602_6.046803686142689
2,4,7,5,0.13333333333333333,10,5.7052071426794075,4.745164700078198,1,3.946673182543459,35.84310476765327,11.87340894375027,3.0187711833609314,31.210413205688344,10.0,2.5782672349250766,13.243381721039222_1.0359861784290587_5.045215510684481_6.67018335861274_2.5312689446315337_0.2180434163068216_3.893354098548833_4.201992345987793_5.545713038344275_7.935569399408415_7.87197331314106_1.5437675939511502
4,2,4,5,0.06666666666666667,10,6.911706728698218,2.037259997447861,12,0.6004925353629652,16.91531794238704,19.729772212552117,0.8573498852473058,41.33726960173753,1.628130110623366,1.4404998259456943,6.579222385664607_6.016505852972175_4.171080471801611_9.286376537103948_8.50534839594875_17.878438314844008_3.9217240702616465_6.6327785237664_12.904328692865473
2,1,7,5,0.06666666666666667,30,2.4046464170763073,1.3557312076520747,3,0.7643564951376495,5.342572060630381,7.5712761126664505,0.7056369337386159,16.512233348164333,0.7446440858355968,0.5960638156998589,3.667327786550075_1.3596367349454477_3.0276947225192132_3.3850049343387054_0.5835679070280951_5.932365726449241_2.781561869538738_1.2476642865827265_1.689740356488586_1.2479563556192894_3.4831105709681616_0.12983418251759202
2,6,5,5,0.06666666666666667,10,7.494817534009273,4.833680769681907,2,3.1174167586030745,30.47783075686531,13.654797060160293,2.2320237073159057,41.50826996716689,0.7353626140201053,1.8568981938004399,10.333030414472649_13.79535472006097_4.66331023392398_1.3581131233422854_7.32427917824648_1.4125730829235579_11.313377669442854_7.305219201672034_5.028043451726236_16.449056561402205
4,1,3,5,0.6666666666666666,30,3.5630854154176967,0.864201371658427,17,0.20960598012741016,5.960550270046737,7.504655515509624,0.794247018764321,12.886741874461281,4.617461069609695,3.5880575726344377,2.588754782085483_4.299363146535384_3.934286184668039_4.317881305540676_2.6751416582589016_2.965390409741096_4.819944414105099_5.1014070506150855
2,4,3,5,0.6666666666666666,25,8.742978741910594,6.998638410899981,2,5.602317133830851,11.840922072553674,19.313520995734354,0.6130897662403918,33.68057675355626,14.559769787335057,9.57803717188127,2.5764401738938556_6.3610274199932215_6.919267787374188_7.033186488408973_20.824971839882732_14.321596387817781_14.643423466892909_4.71555689884557
4,2,6,5,0.13333333333333333,30,7.793277497460208,5.202694286198254,2,3.473253434702062,28.55446888504258,19.338514630805296,1.4765595719309654,40.804351830732394,1.633317726091975,2.8621116266569464,3.8704666604235474_16.86507589013137_5.012527519170167_6.766154487367003_6.452162930208955_15.318325328117432_7.16606504676293_1.3714254109132655_6.594526192372464_5.476104735387721_4.877905117178587
2,1,6,5,0.6666666666666666,25,1.2897365525829905,0.8062721057863779,3,0.5040368184241021,6.178391369244999,5.066894698477654,1.2193644701361752,14.4935365335439,5.543430109532601,6.284427890044164,0.8102794931369802_1.506708391891519_1.4935825775071139_0.2513318168792738_2.386780483500065_1.423418814816579_6.2934720727654705_2.828677723871266_1.5399275898656763_1.6565502428233956_0.7514900894015115
4,2,3,5,0.6666666666666666,20,7.170641873746313,4.4535846366874665,3,2.7660586688561133,15.182696151071035,15.069754701567202,1.0074945778309243,21.391612106417597,4.139277303564374,4.214571603233596,3.2773383598632124_4.505460070616863_10.529256041462327_4.260766955925148_13.280387940864015_4.600377601099314_7.356712858705657_9.434521646612627
4,1,5,5,0.06666666666666667,10,2.7270331494948805,1.0489109433765407,7,0.4034473021858401,10.684129249292683,8.568249734233321,1.2469441928852332,17.292946402409115,0.4405878102077621,0.5816464445450529,2.5796245654455223_1.4438447430681487_4.278750606304766_2.268105785373477_3.064840047282488_2.8231965370684406_1.9965505205845735_5.793354792917546_2.3898120147865747_4.290032537051979
3,2,4,5,0.6666666666666666,10,7.7030221961153345,5.541628967846734,2,3.9867016912874873,18.598312764070773,29.007320804362788,0.6411592745674578,35.82502256527532,11.48447320080303,4.54513450727502,9.825172855986171_1.6277986125129644_3.455149320868019_15.660602917017538_7.946387274191979_7.655427812967217_16.87247590277059_4.888698851391759_6.4084199981457495
4,1,3,5,0.6666666666666666,10,3.1794189238442243,1.9303425600442667,3,1.1719822044126513,7.591348075535517,6.057553386910633,1.2532036600682976,13.072477216783007,3.6540860941649926,4.676615886581582,1.049201931187238_1.4028301173247222_5.657612799657401_4.050068214952186_3.7373815560995736_3.466455520519886_1.4417064738306193_8.164315222432501
4,2,3,5,0.13333333333333333,30,10.15334853214689,5.2683303875741725,4,2.7336109840768628,10.117193362129976,14.585830444741207,0.6936316310860203,29.12531956292404,2.534416826772542,1.9385985490910445,11.290682772360439_12.852978278417524_16.921881243211004_5.291267397968644_4.4099329687768325_10.274542126249228_11.530110501044003_7.320666935630813
